,lat,lng,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
26025360,-22.732904,-43.4407973,Vila São Teodoro,26025360,Nova Iguaçu,,Rua Guaia,RJ,[]
66070450,-1.3573987,-48.4437514,Canudos,66070450,Belém,,Passagem Santa Rita,PA,[]
71720570,,,Núcleo Bandeirante,71720570,Brasília,(Lado par),Avenida Central Blocos 1420/1550,DF,[]
45027104,-14.8936996,-40.8291176,Boa Vista,45027104,Vitória da Conquista,,Rua Santos Dumont,BA,[]
88062030,-27.6041085,-48.4683994,Lagoa da Conceição,88062030,Florianópolis,,Rua José Henrique Veras,SC,[]
88357190,-27.1495796,-48.8994094,Águas Claras,88357190,Brusque,,Rua Arno Rudolf,SC,[]
07133000,-23.4378783,-46.5106063,Jardim Bela Vista,07133000,Guarulhos,,Rua Humberto Brochini,SP,[]
49092470,-10.9065078,-37.0960425,Olaria,49092470,Aracaju,,Rua Pedro Moura,SE,[]
13207490,-23.7018035,-46.7733652,Jardim Messina,13207490,Jundiaí,,Rua Marsala,SP,[]
60520055,-3.7705565,-38.5759954,Jóquei Clube,60520055,Fortaleza,- até 1138/1139,Rua Silveira Filho,CE,[]
78613000,,,,78613000,Ribeirãozinho,,,MT,[]
38400058,-19.7527137,-43.9533206,Lídice,38400058,Uberlândia,- até 890 - lado par,Avenida Rio Branco,MG,[]
14781489,-16.8030389,-49.328188,Cristiano de Carvalho,14781489,Barretos,,Rua C-21,SP,[]
12610210,,,Cecap,12610210,Lorena,,Rua Otávio M de Godoy,SP,[]
93214440,-28.2707528,-52.4311076,Santa Catarina,93214440,Sapucaia do Sul,,Rua Independência,RS,[]
09220310,-23.6247893,-46.5425559,Vila Metalúrgica,09220310,Santo André,- de 206/207 ao fim,Avenida da Paz,SP,[]
49087000,-10.8933597,-37.0825992,Santos Dumont,49087000,Aracaju,- até 1268/1269,Rua São Francisco de Assis,SE,[]
52080028,,,Alto José Bonifácio,52080028,Recife,,Subida Alto Paraguai,PE,[]
24808016,-22.754372,-42.8610694,Ampliação,24808016,Itaboraí,- de Quadra 66 a Quadra 72,Rua João Feliciano da Costa,RJ,[]
29890000,,,,29890000,Montanha,,,ES,[]
35040670,-19.9301904,-44.0721371,Penha,35040670,Governador Valadares,,Rua Dezesseis,MG,[]
09520250,-23.6072328,-46.5691463,Fundação,09520250,São Caetano do Sul,,Rua Paolo Martorelli,SP,[]
15997026,-21.5910683,-48.3606944,Bela Vista,15997026,Matão,,Rua Virgílio Tagliavini,SP,[]
89264100,,,Rio da Luz,89264100,Jaraguá do Sul,,Rua Arnoldo Hornburg,SC,[]
58382000,,,,58382000,Riachão do Bacamarte,,,PB,[]
26554040,-22.7308229,-43.5018362,Santa Terezinha,26554040,Mesquita,,Rua Serra,RJ,[]
25715100,,,Retiro,25715100,Petrópolis,,Rua Francisco Raposo Resende,RJ,[]
02917010,-23.4988869,-46.7149442,Vila Bonilha,02917010,São Paulo,,Rua Agostinho de Barros,SP,[]
03307030,-23.5487276,-46.5735757,Tatuapé,03307030,São Paulo,,Travessa Rafael Fins,SP,[]
04254060,-23.6210424,-46.5933554,Vila Conde do Pinhal,04254060,São Paulo,,Rua Caripura,SP,[]
08151000,-23.5117655,-46.4014242,Jardim Bartira,08151000,São Paulo,- de 2065/2066 ao fim,Estrada Dom João Nery,SP,[]
05366010,-23.5727196,-46.7582795,Jardim Esmeralda,05366010,São Paulo,,Rua Galdino Francisco Borges,SP,[]
02541000,-23.4858234,-46.6564631,Imirim,02541000,São Paulo,,Rua Mandiba,SP,[]
28924212,-22.8711881,-43.5237156,Peró,28924212,Cabo Frio,,Rua das Amendoeiras,RJ,[]
55038480,-8.0480225,-34.9057442,Boa Vista,55038480,Caruaru,,Rua Águas Belas,PE,[]
58411450,,,Distrito Industrial,58411450,Campina Grande,,Avenida Jornalista Assis Chateaubriand,PB,[]
32670336,-19.9642958,-44.1833001,Chácara,32670336,Betim,,Rua Maria Amélia Macedo,MG,[]
07060000,-23.4613851,-46.5452846,Jardim Aida,07060000,Guarulhos,,Alameda Yayá,SP,[]
60765512,-3.8182458,-38.5994328,Parque Presidente Vargas,60765512,Fortaleza,- de 1060/1061 ao fim,Rua Porto Príncipe,CE,[]
65076340,-2.5145667,-44.3029735,São Francisco,65076340,São Luís,- até 872/873,Rua Virgílio Domingues,MA,[]
94810350,-29.1582135,-51.1733847,Bela Vista,94810350,Alvorada,,Rua Manoel Almeida,RS,[]
44028502,-12.2251379,-38.9847364,Gabriela,44028502,Feira de Santana,,Rua Professora Maria da Glória,BA,[]
09195720,-23.6830928,-46.5121983,Vila Pires,09195720,Santo André,,Rua Silvana,SP,[]
57300520,-9.7454447,-36.6614907,Centro,57300520,Arapiraca,,Rua Jornalista José Olavo Bispo,AL,[]
30881600,-19.887042,-44.0143464,Serrano,30881600,Belo Horizonte,,Rua Jornalista Helvídio Prisco,MG,[]
32657386,,,Bandeirinhas,32657386,Betim,,Avenida Professor Makguti,MG,[]
74210060,-16.6918778,-49.2833854,Setor Bueno,74210060,Goiânia,- de 100/101 a 1369/1370,Rua T 30,GO,[]
29118530,-20.3464746,-40.3339662,Santa Rita,29118530,Vila Velha,,Rua Darcy Vargas,ES,[]
60822367,,,Cambeba,60822367,Fortaleza,,Travessa Tomás Ildefonso,CE,[]
85504814,,,São Francisco,85504814,Pato Branco,,Rua Aderbal Tavarez da Luz,PR,[]
73252132,-15.6842007,-47.833164,Condomínio Império dos Nobres (Sobradinho),73252132,Brasília,,Quadra 2 Conjunto C,DF,[]
02189010,-23.5080174,-46.5686335,Parque Novo Mundo,02189010,São Paulo,,Rua Soldado João Pereira da Silva,SP,[]
88811504,-26.3544627,-52.8411618,Pio Corrêa,88811504,Criciúma,- lado ímpar,Rua Felipe Schmidt,SC,[]
88802490,-28.6820733,-49.3608976,São Cristóvão,88802490,Criciúma,,Rua Conselheiro Henrique Dalsasso,SC,[]
88704440,-28.4644742,-49.0162493,Humaitá,88704440,Tubarão,- de 361/362 a 1111/1112,Rua Rubens Faraco,SC,[]
66030050,-1.474141,-48.4872284,Jurunas,66030050,Belém,,Passagem Paulo Roberto,PA,[]
30335000,-19.9510674,-43.9462902,Vila Barragem Santa Lúcia,30335000,Belo Horizonte,,Rua Principal,MG,[]
61604505,-3.7486883,-38.6611743,Conjunto Metropolitano,61604505,Caucaia,- lado ímpar,Avenida da Integração,CE,[]
11701210,-24.0053681,-46.4181829,Boqueirão,11701210,Praia Grande,,Rua Dair Borges,SP,[]
60732561,,,Siqueira,60732561,Fortaleza,,Rua Maria Auxiliadora Silva Colares,CE,[]
21540360,,,Turiaçu,21540360,Rio de Janeiro,,Rua Sargento Valdemar Lima,RJ,[]
86010160,-23.3277315,-51.1577376,Centro,86010160,Londrina,- até 1603/1604,Rua Senador Souza Naves,PR,[]
28053600,-21.7483072,-41.3536151,Parque Julião Nogueira,28053600,Campos dos Goytacazes,,Rua Francisco Luiz Rodrigues,RJ,[]
40760170,-12.9088298,-38.3523883,Coutos,40760170,Salvador,,Rua São João,BA,[]
69015658,-3.0035617,-60.0114275,Colônia Terra Nova,69015658,Manaus,,Rua Pedro Lima,AM,[]
72631215,,,Recanto das Emas,72631215,Brasília,,Quadra 406 Conjunto O,DF,[]
35164038,-19.8383043,-43.9887034,Bethânia,35164038,Ipatinga,,Rua Cairo,MG,[]
74371055,,,Residencial Eli Forte,74371055,Goiânia,,Rua José Alves Fortes,GO,[]
62380970,-4.16308255,-40.7500198507966,Centro,62380970,Guaraciaba do Norte,,Praça Nove de Janeiro 30,CE,[]
04382050,-23.6543115,-46.6664406,Conjunto Residencial Jardim Canaã,04382050,São Paulo,,Rua das Ameixeiras,SP,[]
79091120,-20.4936201,-54.6681659,Núcleo Habitacional Buriti,79091120,Campo Grande,,Rua João Gomes Batista,MS,[]
04890150,-23.8276877,-46.7221549,Jardim Novo Parelheiros,04890150,São Paulo,,Rua Clélia de Paula Stroisch,SP,[]
88025010,-26.1466421,-50.3689557,Agronômica,88025010,Florianópolis,,Rua João Carvalho,SC,[]
13142098,-22.7939115,-47.1882792,Parque Bom Retiro,13142098,Paulínia,,Rua Nécio Rodrigues,SP,[]
03566010,-23.5385292,-46.4919216,Vila Santa Teresa (Zona Leste),03566010,São Paulo,,Rua Henrique Jacobs,SP,[]
57607520,-9.4206421,-36.6420314,Vila Maria,57607520,Palmeira dos Índios,- de 285/286 ao fim,Rua Bráulio Montenegro,AL,[]
69015565,-16.3480499,-48.9558502,Colônia Terra Nova,69015565,Manaus,,Rua Joel,AM,[]
04288090,-23.1638625,-46.8734969,Vila Brasílio Machado,04288090,São Paulo,,Rua Guanabara,SP,[]
25570350,-22.8028252,-43.4375912,Vila São João,25570350,São João de Meriti,,Rua Lídia,RJ,[]
13300907,-21.1864345166667,-47.8071507527027,Centro,13300907,Itu,,Rua Floriano Peixoto 1030,SP,[]
38401545,-18.8944706,-48.2788268,Pacaembu,38401545,Uberlândia,- de 705 a 1685 - lado ímpar,Avenida Cleanto Vieira Gonçalves,MG,[]
12327640,-24.3012696,-47.0030786,Jardim Paraíba,12327640,Jacareí,,Rua Araguaia,SP,[]
69053020,-6.0415713,-69.7559254,Nossa Senhora das Graças,69053020,Manaus,,Avenida Rio Jutaí,AM,[]
60711232,-3.8045215,-38.5731315,Maraponga,60711232,Fortaleza,,Rua Isaías Beviláqua,CE,[]
29325000,,,,29325000,Itaóca (Cachoeiro de Itapemirim),,,ES,[]
20551031,-22.915478,-43.2439792,Vila Isabel,20551031,Rio de Janeiro,- até 134 - lado par,Boulevard Vinte e Oito de Setembro,RJ,[]
82810260,-25.4351831,-49.2160159,Capão da Imbuia,82810260,Curitiba,,Rua Osmário de Lima,PR,[]
89231420,-26.348512,-48.7935711,Paranaguamirim,89231420,Joinville,,Rua Seis de Janeiro,SC,[]
89801001,-27.0619164,-52.6262704,Centro,89801001,Chapecó,- até 491 - lado ímpar,Avenida Getúlio Dorneles Vargas - S,SC,[]
31578230,-19.8109024,-44.0016591,Lagoa,31578230,Belo Horizonte,,Rua José Romão dos Santos,MG,[]
79050190,-20.483689,-54.611281,Jardim Paulista,79050190,Campo Grande,,Rua Jornalista Leite Neto,MS,[]
74946170,-16.3587742,-48.9389632,Jardim Tropical,74946170,Aparecida de Goiânia,,Rua 114,GO,[]
69317548,2.8441666,-60.7509893,Cidade Satélite,69317548,Boa Vista,,Rua Tiam Fook,RR,[]
15501065,-21.4830319,-47.3566331,Cecap I,15501065,Votuporanga,- até 2396/2397,Rua São Paulo,SP,[]
09840215,-23.1441929,-48.0966127,Dos Casa,09840215,São Bernardo do Campo,(Jd Ipê),Rua dos Sobreiros,SP,[]
21550430,-22.8587674,-43.3536167,Bento Ribeiro,21550430,Rio de Janeiro,,Rua Dom Vital,RJ,[]
21230354,-22.8286703,-43.3248668,Vista Alegre,21230354,Rio de Janeiro,- de 637 ao fim - lado ímpar,Estrada da Água Grande,RJ,[]
38307110,-19.5087235,-42.5728863,Alvorada,38307110,Ituiutaba,,Rua Eucalíptos,MG,[]
09280660,-22.7629693,-47.3915288,Bangú,09280660,Santo André,,Rua Potiguares,SP,[]
24110557,-22.8644875,-43.2356312,Engenhoca,24110557,Niterói,,Travessa Quinze,RJ,[]
38700094,-22.4731827,-45.6150439,Centro,38700094,Patos de Minas,,Rua Vinte e Quatro de Maio,MG,[]
08226027,-22.8892857,-47.0448929,Cidade Antônio Estevão de Carvalho,08226027,São Paulo,,Rua Novo Horizonte,SP,[]
18214560,-23.5756741,-47.9924691,Vila Progresso,18214560,Itapetininga,,Rua Francisco Weiss Júnior,SP,[]
13231250,-21.4800205,-47.0092593,Jardim América,13231250,Campo Limpo Paulista,,Rua Estados Unidos,SP,[]
91510230,-30.079093,-51.1723259,Coronel Aparício Borges,91510230,Porto Alegre,,Rua Cabo Benjamin,RS,[]
94910220,-30.0101667,-51.1637692,Vila Cachoeirinha,94910220,Cachoeirinha,,Rua Tapajós,RS,[]
90640160,-30.0592507,-51.2051078,Santo Antônio,90640160,Porto Alegre,,Rua Doutor Voltaire Pires,RS,[]
14407563,-20.4903166,-47.4259581,Jardim Luiza,14407563,Franca,,Rua Wilson David,SP,[]
69955000,,,,69955000,Santa Rosa do Purus,,,AC,[]
68792000,,,,68792000,Americano (Santa Isabel do Pará),,,PA,[]
69316026,2.7849085,-60.7344811,Raiar do Sol,69316026,Boa Vista,,Rua Monte Sinai,RR,[]
13506170,-22.9965061,-47.1315440623079,Parque Mãe Preta,13506170,Rio Claro,,Avenida 2 MP,SP,[]
20775170,-22.8922053,-43.2767638,Cachambi,20775170,Rio de Janeiro,,Rua Garcia Redondo,RJ,[]
94858360,-30.1110376,-51.1517006,Jardim Algarve,94858360,Alvorada,,Rua Canários,RS,[]
35700066,-16.7575816,-43.868224,Jardim Cambuí,35700066,Sete Lagoas,,Rua América,MG,[]
04476070,-23.7109254,-46.6315471,Eldorado,04476070,São Paulo,,Rua Doutor José Sílvio de Camargo,SP,[]
90670140,-29.8391792,-51.1527428,Jardim Botânico,90670140,Porto Alegre,,Rua Chile,RS,[]
94430230,-29.7455375,-51.1356454,Fiuza,94430230,Viamão,(Cinturão Azul),Rua J,RS,[]
40375430,-20.0586941,-40.1908219,Liberdade,40375430,Salvador,,Rua Adelino Santos,BA,[]
03289120,-23.5946855,-46.5266521,Vila Virginia,03289120,São Paulo,,Rua Doutor Fábio Sá Barreto,SP,[]
66120290,-1.4145928,-48.4801179,Sacramenta,66120290,Belém,,Passagem Hermínia,PA,[]
69073381,-3.0826988,-60.0653835,Betânia,69073381,Manaus,,Beco Santa Rita,AM,[]
15044600,-20.772945,-49.4188132,Solo Sagrado I,15044600,São José do Rio Preto,,Rua Benjamin Mendes Filho,SP,[]
62657000,,,,62657000,Cemoaba (Tururu),,,CE,[]
60180190,-3.7151596,-38.4648052,Cais do Porto,60180190,Fortaleza,,Rua Titã,CE,[]
12312190,-23.3021603,-45.9324274,Cidade Salvador,12312190,Jacareí,,Rua Santo Ivo,SP,[]
05830270,-23.6693961,-46.7483971,Chácara Santana,05830270,São Paulo,,Rua João de Santana,SP,[]
08220395,-20.4403315,-49.9847057,Vila Campanela,08220395,São Paulo,,Rua da Estação,SP,[]
18606070,-22.9030405,-48.4541683,Vila Assumpção,18606070,Botucatu,,Rua Joaquim Lyra Brandão,SP,[]
08180370,-23.487497,-46.4062718,Vila Seabra,08180370,São Paulo,,Estrada da Biacica,SP,[]
08431120,-23.5363624,-46.4174089,Jardim Aurora (Zona Leste),08431120,São Paulo,,Rua Francisco Bitancourt,SP,[]
60422550,-3.7641347,-38.5299487,Aeroporto,60422550,Fortaleza,,Rua Urano,CE,[]
40290490,-12.994945,-38.4912641,Acupe de Brotas,40290490,Salvador,,Rua Cael,BA,[]
40295050,-12.9440194,-38.4561993,Horto Florestal,40295050,Salvador,,Avenida Santa Luzia,BA,[]
55012330,-8.0717774,-34.8820781,Maurício de Nassau,55012330,Caruaru,,Rua Frei Caneca,PE,[]
08420450,-23.5451036,-46.4243226,Parque Central,08420450,São Paulo,,Rua Tapuraíba,SP,[]
18602000,-22.7201839,-47.6349761,Centro,18602000,Botucatu,- de 612/613 a 1190/1191,Rua Visconde do Rio Branco,SP,[]
26032630,,,Parque Residencial Gisela,26032630,Nova Iguaçu,,Rua Expedito Moreira da Nóbrega,RJ,[]
13873053,-21.9548343,-46.7974654,Vila Valentin,13873053,São João da Boa Vista,,Rua Antônio Batista,SP,[]
06030500,,,Adalgisa,06030500,Osasco,,Rua Júlia Fernandes Lyria,SP,[]
38407617,-18.914965,-48.2035776,Jardim Sucupira,38407617,Uberlândia,,Rua dos Tapicurus,MG,[]
75045060,-16.3158658,-48.9654763,São Lourenço,75045060,Anápolis,,Rua José Bonifácio,GO,[]
35497000,,,,35497000,Bituri (Jeceaba),,,MG,[]
38250000,,,,38250000,Comendador Gomes,,,MG,[]
75103712,-16.3529179,-48.9044705,Jardim Tesouro,75103712,Anápolis,,Rua Aventura,GO,[]
58051615,-7.1507329,-34.8383634,Jardim Cidade Universitária,58051615,João Pessoa,,Rua Genivaldo Correia Lima,PB,[]
65049070,-2.5500584,-44.1637384,Pirapora,65049070,São Luís,,Rua Quatro,MA,[]
69010350,,,Nossa Senhora Aparecida,69010350,Manaus,,Rua Doutor Aprígio de Menezes,AM,[]
09120680,-23.6850205,-46.4968624,Vila Guaraciaba,09120680,Santo André,,Rua Alberto de Faria,SP,[]
22030001,-22.9690461,-43.1894663,Copacabana,22030001,Rio de Janeiro,- de 1 ao fim - lado ímpar,Rua Tonelero,RJ,[]
59060090,-5.8089808,-35.2410145,Bom Pastor,59060090,Natal,,Rua Poeta Camões,RN,[]
31050240,-19.9021724,-43.9013112,São Geraldo,31050240,Belo Horizonte,- até 1499/1500,Rua Souza Aguiar,MG,[]
20785200,,,Cachambi,20785200,Rio de Janeiro,,Rua Engenheiro Thomaz Guimarães,RJ,[]
60410355,-3.7610722,-38.5392072,Parreão,60410355,Fortaleza,,Rua Padre Ambrósio Machado,CE,[]
63910000,,,,63910000,Juatama (Quixadá),,,CE,[]
96415250,-29.9669171,-51.6183686,São Judas,96415250,Bagé,,Avenida Piratini,RS,[]
25585770,-22.7981121,-43.334776,Parque Analândia,25585770,São João de Meriti,,Rua Celso Goulart,RJ,[]
27285185,-22.4851393,-44.0986391,São João Batista,27285185,Volta Redonda,,Rua Eval Mury Glória,RJ,[]
29903160,-19.399108,-40.0451778,Interlagos,29903160,Linhares,,Rua João Fregona,ES,[]
13603027,-22.3454844,-47.3974491,Jardim Cândida,13603027,Araras,- até 798/799,Rua Ciro Lagazzi,SP,[]
04267000,-22.0104037,-47.8869843,Vila Dom Pedro I,04267000,São Paulo,,Rua Vinte e Oito de Setembro,SP,[]
30710340,-19.9083437,-43.9597047,Carlos Prates,30710340,Belo Horizonte,,Rua Sabinópolis,MG,[]
54730190,-7.9956945,-35.0452882,Pixete,54730190,São Lourenço da Mata,,Avenida Manoel Quintão,PE,[]
50670600,,,Iputinga,50670600,Recife,,Rua João Martins de Athayde,PE,[]
25070260,-22.8299162,-43.2937081,Vila Itamarati,25070260,Duque de Caxias,,Rua Itabira,RJ,[]
69085100,-3.070074,-59.9504372,São José Operário,69085100,Manaus,,Rua Varre Vento,AM,[]
13256716,-23.0359613,-45.5782078,Jardim das Nações,13256716,Itatiba,,Rua Egito,SP,[]
77665000,,,,77665000,Barrolândia,,,TO,[]
78635970,-15.6339173,-56.0379489,Centro,78635970,Água Boa,,Rua Cinco 184,MT,[]
03222020,,,Jardim Independência,03222020,São Paulo,,Rua Manuel Sequeira e Sá,SP,[]
53425080,-7.8324673,-34.9220535,Nossa Senhora da Conceição,53425080,Paulista,,Rua Indía,PE,[]
61979000,,,,61979000,Amanari (Maranguape),,,CE,[]
33933000,,,Atalaia (Justinópolis),33933000,Ribeirão das Neves,,Rua Nitrópolis,MG,[]
45603830,-12.8548264,-38.434438,Santa Inês,45603830,Itabuna,,Rua Bahia,BA,[]
09271780,-23.6487421,-46.493699,Tamanduateí 8,09271780,Santo André,,Rua Corina Maggini,SP,[]
03590060,-23.5464922,-46.4810714,Conjunto Habitacional Padre Manoel da Nóbrega,03590060,São Paulo,,Avenida Padre Estanislau de Campos,SP,[]
25030180,-21.2759796,-41.7872992,Vila Centenário,25030180,Duque de Caxias,,Rua Euclides da Cunha,RJ,[]
37502028,-22.4290794,-45.4561752,São Vicente,37502028,Itajubá,,Avenida Paulo Chiaradia,MG,[]
20785030,-22.7382234,-43.5841284,Cachambi,20785030,Rio de Janeiro,,Rua São Joaquim,RJ,[]
23013750,-22.8999452,-43.5471076,Campo Grande,23013750,Rio de Janeiro,,Rua General Tomás Cavalcanti,RJ,[]
23040309,-23.0000495,-43.6389386,Campo Grande,23040309,Rio de Janeiro,,Caminho da Servidão,RJ,[]
26172070,-22.8036588,-43.7778553,Parque Roseiral,26172070,Belford Roxo,,Rua Quatro,RJ,[]
97095000,,,São José,97095000,Santa Maria,"- até km 4,999",Rodovia RST-509,RS,[]
25510100,-22.7812151,-43.4218975,Agostinho Porto,25510100,São João de Meriti,- de 37/38 ao fim,Rua Suzana,RJ,[]
24727160,,,Marambaia,24727160,São Gonçalo,,Rua Sebastião José Cândido,RJ,[]
83320310,-25.4335721,-49.1744655,Pineville,83320310,Pinhais,,Rua Libéria,PR,[]
38411038,-19.9277208,-44.1302403,Patrimônio,38411038,Uberlândia,,Rua Ipanema,MG,[]
74473210,-16.620469,-49.3144567,Vila Finsocial,74473210,Goiânia,,Rua VF 25,GO,[]
41290610,-12.9030512,-38.4637591,Pirajá,41290610,Salvador,,Travessa Visconde Pirajá,BA,[]
31170710,-19.8826773,-43.926631,União,31170710,Belo Horizonte,,Rua Artur de Sá,MG,[]
04316080,-23.6391924,-46.6354077,Vila Guarani (Z Sul),04316080,São Paulo,,Rua Tasso da Silveira,SP,[]
13203527,-23.2244083,-46.8612191,Parque Cidade Jardim II,13203527,Jundiaí,,Rua Medina Pinto Bento,SP,[]
79550970,,,Centro,79550970,Costa Rica,,Rua José Narciso Sobrinho 436,MS,[]
05872040,-23.6879839,-46.7752072,Jardim São Bento Novo,05872040,São Paulo,,Rua Chaguaramas,SP,[]
59073325,-5.853059,-35.2695843,Planalto,59073325,Natal,(Cj da Prefeitura),Rua Francisco de Assis da Silveira,RN,[]
85870450,-25.4584703,-54.5445888,Vila São Sebastião,85870450,Foz do Iguaçu,,Avenida Fiorino Brol,PR,[]
86081568,-23.265771,-51.1944165,Jardim Maria Celina,86081568,Londrina,,Rua Edinha Eurides de Lima Sabino,PR,[]
55816450,,,Santo Antônio,55816450,Carpina,,Avenida Francisco Montenegro,PE,[]
31230730,-19.9002405,-43.9486222,Aparecida,31230730,Belo Horizonte,,Rua Marcazita,MG,[]
88117130,-27.5890112,-48.6093331,Campinas,88117130,São José,,Rua Wilson Menezes,SC,[]
59014250,-5.8163818,-35.2420077,Mãe Luiza,59014250,Natal,,Rua São Francisco,RN,[]
13096550,-22.9276062,-47.0299763,Jardim Santa Eudóxia,13096550,Campinas,,Avenida Alberto Medaljon,SP,[]
06447440,-23.55292695,-46.8850301510705,Outeiro de São Fernando,06447440,Barueri,,Praça Rita Prestes,SP,[]
04112080,,,Vila Mariana,04112080,São Paulo,,Avenida Engenheiro Luiz Gomes Cardim Sangirardi,SP,[]
08215260,-23.5405697,-46.4415104,Itaquera,08215260,São Paulo,- até 696/697,Rua Dona Maria de Camargo,SP,[]
32603310,-19.9596545,-44.2099037,Salomé,32603310,Betim,- de 200/201 ao fim,Rua Ivaí,MG,[]
38700216,-19.9494382,-44.119741,Cônego Getúlio,38700216,Patos de Minas,,Rua Rio Grande do Norte,MG,[]
13417530,-22.7414008,-47.6362427,Nova América,13417530,Piracicaba,,Rua Luiz Razera,SP,[]
14811090,-21.4176806,-50.0813215,Jardim Brasil (Vila Xavier),14811090,Araraquara,,Avenida Paraíba,SP,[]
60180710,-3.7219245,-38.4747962,Cais do Porto,60180710,Fortaleza,,Rua São Bernardo dos Campos,CE,[]
77818440,-15.5880608,-56.0730023,Loteamento Manoel Cardoso (Vila Cardoso),77818440,Araguaína,,Rua W,TO,[]
68906301,0.0374086,-51.1385275,Marabaixo,68906301,Macapá,"- do km 0,007 ao km 0,013",Rodovia de Duca Serra,AP,[]
68514300,,,,68514300,Morada Nova (Marabá),,,PA,[]
96080000,,,,,,,,,[]
44755000,,,,44755000,Ponto Novo,,,BA,[]
09440290,-23.2056607,-46.8986939,Pouso Alegre,09440290,Ribeirão Pires,,Avenida Marginal,SP,[]
68625440,-3.000788,-47.3508729,Célio Miranda,68625440,Paragominas,,Avenida Teresina,PA,[]
66816249,-1.3573987,-48.4437514,Pratinha (Icoaraci),66816249,Belém,,Passagem Santa Rita,PA,[]
68500300,-2.4283487,-54.7571403,Velha Marabá,68500300,Marabá,,Rua Sete de Junho,PA,[]
31530080,-19.4663951,-42.5472221,Santa Mônica,31530080,Belo Horizonte,,Rua Tapirapes,MG,[]
44023275,-29.584346,-51.085858,Rua Nova,44023275,Feira de Santana,,Travessa Dezoito do Forte,BA,[]
47665000,,,,47665000,São Félix do Coribe,,,BA,[]
06820480,,,Jardim Júlia,06820480,Embu das Artes,,Avenida Detroit,SP,[]
25956060,,,São Pedro,25956060,Teresópolis,,Rua das Casas Populares,RJ,[]
68372880,-5.047478,-48.6024508,Esplanada do Xingú,68372880,Altamira,,Rua Marechal Rondon,PA,[]
35502488,-20.1306847,-44.9182097,Rancho Alegre,35502488,Divinópolis,,Rua Maria do Rosário Gomes,MG,[]
66645415,-1.4097879,-48.4329694,Castanheira,66645415,Belém,,Rua Mariano,PA,[]
79018081,-20.380096,-54.5435184,Jardim Colúmbia,79018081,Campo Grande,,Rua Jauaperi,MS,[]
29167124,-20.1870052,-40.2533385,Colina de Laranjeiras,29167124,Serra,,Avenida Braúna,ES,[]
88370000,,,,,,,,,[]
60310001,-3.7208676,-38.5468443,Jacarecanga,60310001,Fortaleza,- de 2401 a 2677 - lado ímpar,Avenida Francisco Sá,CE,[]
79116150,-20.419535,-54.6431586,Jardim Alto São Francisco,79116150,Campo Grande,,Rua Bárbara de Paula Ribeiro,MS,[]
86383000,,,,86383000,Nossa Senhora Aparecida (Andirá),,,PR,[]
39801445,-19.2551959,-41.1511368,Jardim Serra Verde,39801445,Teófilo Otoni,,Rua Caixa D'Água,MG,[]
29070640,-20.2566544,-40.3000502,Maria Ortiz,29070640,Vitória,,Rua Professor Antônio José Rua,ES,[]
