,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
45604595,João Soares,45604595,Itabuna,,Rua São Luiz,BA,[]
46430000,,46430000,Guanambi,,,BA,[]
44620000,,44620000,Baixa Grande,,,BA,[]
44091296,Tomba,44091296,Feira de Santana,- até 302/303,Rua do Telégrafo,BA,[]
48060100,Silva Jardim,48060100,Alagoinhas,,Parque São Cristóvão,BA,[]
45263970,Centro,45263970,Bom Jesus da Serra,,Praça Vitorino José Alves 384,BA,[]
40130000,Barra,40130000,Salvador,- de 2633 a 3577 - lado ímpar,Avenida Sete de Setembro,BA,[]
48490000,,48490000,Inhambupe,,,BA,[]
48880000,,48880000,Santaluz,,,BA,[]
40060180,Dois de Julho,40060180,Salvador,,Largo Dois de Julho,BA,[]
41180280,Saboeiro,41180280,Salvador,,Rua do Riacho,BA,[]
40300100,Baixa de Quintas,40300100,Salvador,,Rua Alfredo José dos Santos,BA,[]
44640000,,44640000,Riachão do Jacuípe,,,BA,[]
46425000,,46425000,Lagoa Real,,,BA,[]
45280000,,45280000,Iguaí,,,BA,[]
46290000,,46290000,Mortugaba,,,BA,[]
48800970,Centro,48800970,Monte Santo,,Rua Teixeira de Freitas s/n,BA,[]
44053005,Cidade Nova,44053005,Feira de Santana,,Avenida Eduardo Fróes da Mota,BA,[]
46760000,,46760000,Ibicoara,,,BA,[]
45315970,Centro,45315970,Milagres,,Avenida João Leal Sales 930,BA,[]
45820970,Centro,45820970,Eunápolis,,Avenida Ruy Barbosa 479,BA,[]
46750000,,46750000,Mucugê,,,BA,[]
45400970,Centro,45400970,Valença,,Praça da República 116,BA,[]
44050536,Queimadinha,44050536,Feira de Santana,(Cj M Gomes),Rua C,BA,[]
45465970,Centro,45465970,Teolândia,,Praça João Pastorinho de Assunção 18,BA,[]
44900971,Centro,44900971,Irecê,,Rua Licínio Barreto 165,BA,[]
44635970,Centro,44635970,Várzea da Roça,,Praça Alfredo Navarro 437,BA,[]
45445000,,45445000,Camamu,,,BA,[]
44745970,Centro,44745970,Mirangaba,,Rua Rocha Pires 25,BA,[]
44280000,,44280000,Teodoro Sampaio,,,BA,[]
44570550,Santa Rita,44570550,Santo Antônio de Jesus,,Avenida Esperança,BA,[]
48860970,Centro,48860970,Queimadas,,Rua Terezinha Salles s/n,BA,[]
44880970,Centro,44880970,Cafarnaum,,Rua Eduardo Barreto 2,BA,[]
45604288,Califórnia,45604288,Itabuna,- de 330/331 ao fim,Rua Santa Maria,BA,[]
48790000,,48790000,Tucano,,,BA,[]
46880000,,46880000,Itaberaba,,,BA,[]
41705280,Boca do Rio,41705280,Salvador,,Rua João da Veiga Murici,BA,[]
46100000,,46100000,Brumado,,,BA,[]
47830000,,47830000,Baianópolis,,,BA,[]
44065452,Conceição,44065452,Feira de Santana,- de 1469/1470 ao fim,Rua Calamar,BA,[]
40353510,Fazenda Grande do Retiro,40353510,Salvador,,Ladeira das Pitangueiras,BA,[]
43810310,Pitanga,43810310,Candeias,,Rua Guanabara,BA,[]
40240380,Engenho Velho de Brotas,40240380,Salvador,(V Gama),Rua Maria Peixoto,BA,[]
41297455,Pirajá,41297455,Salvador,,Rua Hélio dos Santos,BA,[]
44090308,Tomba,44090308,Feira de Santana,,Rua Itaúna,BA,[]
44057114,Mangabeira,44057114,Feira de Santana,,Rua Joana Peres,BA,[]
44082060,Lagoa Salgada,44082060,Feira de Santana,,Rua Bela Vista do Paraíso,BA,[]
48630000,,48630000,Rodelas,,,BA,[]
41630600,Itapuã,41630600,Salvador,,Rua Rio da Ilha,BA,[]
44570460,Sobradinho,44570460,Santo Antônio de Jesus,,Rua Sergipe,BA,[]
45570000,,45570000,Ipiaú,,,BA,[]
44052012,CASEB,44052012,Feira de Santana,,Rua Nelson Brito,BA,[]
45680000,,45680000,Uruçuca,,,BA,[]
45661432,Banco da Vitória,45661432,Ilhéus,,Praça Manoel José dos Santos,BA,[]
46255000,,46255000,Maetinga,,,BA,[]
45140000,,45140000,Itambé,,,BA,[]
48280000,,48280000,Mata de São João,,,BA,[]
41760150,Costa Azul,41760150,Salvador,,Rua Desembargador Manoel Pereira,BA,[]
44033131,Campo Limpo,44033131,Feira de Santana,,Rua Concorde,BA,[]
45780000,,45780000,Itarantim,,,BA,[]
48110970,Centro,48110970,Catu,,Rua Capitão Manoel Augusto s/n,BA,[]
44032411,Campo Limpo,44032411,Feira de Santana,,Avenida Transnordestina,BA,[]
47700000,,47700000,Santana,,,BA,[]
46830000,,46830000,Andaraí,,,BA,[]
41120050,Pernambués,41120050,Salvador,,Rua Santa Neuza,BA,[]
44930970,Centro,44930970,Presidente Dutra,,Rua Esperança s/n,BA,[]
47400970,Centro,47400970,Xique-Xique,,Rua Coronel Manoel Teixeira 91,BA,[]
48120000,,48120000,Pojuca,,,BA,[]
45605262,Nossa Senhora da Conceição,45605262,Itabuna,,Travessa Vila Zara,BA,[]
45695000,,45695000,Arataca,,,BA,[]
45750000,,45750000,Itapé,,,BA,[]
46700970,Centro,46700970,Ibitiara,,Praça da Bandeira s/n,BA,[]
44470000,,44470000,Vera Cruz,,,BA,[]
40150122,Graça,40150122,Salvador,- lado par,Avenida Euclydes da Cunha,BA,[]
48620970,Centro,48620970,Glória,,Praça Eduardo Campos 82,BA,[]
40240550,Engenho Velho de Brotas,40240550,Salvador,,Avenida Laurindo Régis,BA,[]
40320810,Caixa D'Água,40320810,Salvador,,Rua Oscar Lopes,BA,[]
41615280,Alto do Coqueirinho,41615280,Salvador,,Rua João Brito,BA,[]
41250579,São Marcos,41250579,Salvador,(Cond Bsq Imperial),Alameda Bosque Imperial,BA,[]
46810000,,46810000,Utinga,,,BA,[]
41347000,Fazenda Grande I,41347000,Salvador,,Rua Vereador Zezéu Ribeiro,BA,[]
41110260,Pernambués,41110260,Salvador,,Rua Santa Luzia,BA,[]
40080166,Politeama,40080166,Salvador,,Rua Politeama de Baixo,BA,[]
45416000,,45416000,Presidente Tancredo Neves,,,BA,[]
40275220,Campinas de Brotas,40275220,Salvador,,Rua Engenheiro José Anasoh,BA,[]
41745130,Trobogy,41745130,Salvador,- lado ímpar,Avenida Luís Viana Filho,BA,[]
42850970,Centro,42850970,Dias D'Ávila,,Rua Raimundo da Conceição Tabireza 157,BA,[]
41225480,Mata Escura,41225480,Salvador,,Travessa Dionísio Brito Santana,BA,[]
48570000,,48570000,Santa Brígida,,,BA,[]
40243520,Engenho Velho de Brotas,40243520,Salvador,,Rua José Ramos,BA,[]
48770000,,48770000,Teofilândia,,,BA,[]
44003284,Serraria Brasil,44003284,Feira de Santana,,Rua Américo Vespúcio,BA,[]
41253197,São Marcos,41253197,Salvador,,Rua Direta do Horizonte,BA,[]
40280020,Parque Bela Vista,40280020,Salvador,,Rua Tibiriçá,BA,[]
46470970,Centro,46470970,Riacho de Santana,,Rua Guilherme de Castro 386,BA,[]
41480290,Mussurunga II,41480290,Salvador,,Caminho 56,BA,[]
44006170,Muchila,44006170,Feira de Santana,(Feira X),Rua A,BA,[]
44570340,Sobradinho,44570340,Santo Antônio de Jesus,,Rua Chile,BA,[]
40335450,Pero Vaz,40335450,Salvador,,Avenida Meireles,BA,[]
47520000,,47520000,Ibotirama,,,BA,[]
45655760,Nossa Senhora da Vitória,45655760,Ilhéus,(Lot P Dourada),Rua Quatro,BA,[]
41900000,Amaralina,41900000,Salvador,,Rua Visconde de Itaborahy,BA,[]
44115000,,44115000,Jaíba (Feira de Santana),,,BA,[]
45640000,,45640000,Almadina,,,BA,[]
44097092,Limoeiro,44097092,Feira de Santana,,Rua do Planolar,BA,[]
45890000,,45890000,Pau Brasil,,,BA,[]
41720370,Imbuí,41720370,Salvador,,Rua Oswaldo Sento Sé,BA,[]
40713315,Itacaranha,40713315,Salvador,,Rua Rio Madeira,BA,[]
40390740,São Caetano,40390740,Salvador,,Rua Clériston Andrade,BA,[]
41705140,Boca do Rio,41705140,Salvador,,Rua do Caxundé,BA,[]
48480000,,48480000,Crisópolis,,,BA,[]
41100000,Pernambués,41100000,Salvador,- até 294/295,Rua Thomaz Gonzaga,BA,[]
40715045,Ilha Amarela,40715045,Salvador,,Rua Abrolhos,BA,[]
47990000,,47990000,Formosa do Rio Preto,,,BA,[]
46800000,,46800000,Ruy Barbosa,,,BA,[]
46130000,,46130000,Aracatu,,,BA,[]
48110000,,48110000,Catu,,,BA,[]
45993138,Tancredo Neves,45993138,Teixeira de Freitas,,Rua 02 de Maio,BA,[]
44052062,CASEB,44052062,Feira de Santana,,Rua Joaquim Pedra Branca,BA,[]
46580000,,46580000,Tanque Novo,,,BA,[]
41306200,Nova Brasília de Valéria,41306200,Salvador,,Rua das Palmeiras,BA,[]
48970000,,48970000,Senhor do Bonfim,,,BA,[]
40421500,Ribeira,40421500,Salvador,,Rua Palmares,BA,[]
47100000,,47100000,Barra,,,BA,[]
40349010,Alto do Peru,40349010,Salvador,,Rua Alto do Pará,BA,[]
45465000,,45465000,Teolândia,,,BA,[]
44033101,Campo Limpo,44033101,Feira de Santana,,Rua Satélite,BA,[]
44273000,,44273000,Jacu (Terra Nova),,,BA,[]
40484515,Alto do Cabrito,40484515,Salvador,(Bela Vista Lobato),Alameda G-1,BA,[]
48890000,,48890000,Valente,,,BA,[]
44635000,,44635000,Várzea da Roça,,,BA,[]
41490582,Mussurunga I,41490582,Salvador,,Travessa Paulo Afonso,BA,[]
48700972,Centro,48700972,Serrinha,,Rua Agenor de Freitas 349,BA,[]
46330000,,46330000,Licínio de Almeida,,,BA,[]
46200000,,46200000,Condeúba,,,BA,[]
40820150,Paripe,40820150,Salvador,,Rua Uruguai,BA,[]
45200290,Centro,45200290,Jequié,,Rua Antônio Milton Muniz,BA,[]
41213330,Sussuarana,41213330,Salvador,,Rua Mário Kertész,BA,[]
45360000,,45360000,Maracás,,,BA,[]
44700000,,44700000,Jacobina,,,BA,[]
48750000,,48750000,Retirolândia,,,BA,[]
40800470,Paripe,40800470,Salvador,,Rua 8 de Dezembro,BA,[]
44034322,Campo Limpo,44034322,Feira de Santana,(Feira VI),Rua O,BA,[]
41830000,Pituba,41830000,Salvador,- lado ímpar,Avenida Manoel Dias da Silva,BA,[]
40352350,Fazenda Grande do Retiro,40352350,Salvador,,Avenida Bahia,BA,[]
45443000,,45443000,Igrapiúna,,,BA,[]
46990000,,46990000,Souto Soares,,,BA,[]
40725380,Praia Grande,40725380,Salvador,,Rua Oito de Maio,BA,[]
40243165,Engenho Velho de Brotas,40243165,Salvador,,Rua Vila Paraíso,BA,[]
40430030,Vila Ruy Barbosa,40430030,Salvador,,Travessa Dois de Julho,BA,[]
44245000,,44245000,Conceição do Jacuípe,,,BA,[]
47740000,,47740000,Serra Dourada,,,BA,[]
40050050,Tororó,40050050,Salvador,,Rua José Duarte,BA,[]
41207310,Tancredo Neves,41207310,Salvador,,Rua Paraíba,BA,[]
43900000,,43900000,São Francisco do Conde,,,BA,[]
44190970,Centro,44190970,Santo Estêvão,,Rua Professora Iacy Lopes Amorim s/n,BA,[]
48540970,Centro,48540970,Jeremoabo,,Rua Duque de Caxias 342,BA,[]
48470000,,48470000,Olindina,,,BA,[]
48070100,Barreiro,48070100,Alagoinhas,,Rua Margem da Linha,BA,[]
44150000,,44150000,Santa Bárbara,,,BA,[]
40340570,IAPI,40340570,Salvador,,Rua Clementino Heitor de Carvalho,BA,[]
41510050,São Cristóvão,41510050,Salvador,,Rua Dezesseis de Agosto,BA,[]
47600000,,47600000,Bom Jesus da Lapa,,,BA,[]
48990000,,48990000,Andorinha,,,BA,[]
45940000,,45940000,Ibirapuã,,,BA,[]
47530000,,47530000,Oliveira dos Brejinhos,,,BA,[]
46440000,,46440000,Malhada,,,BA,[]
40130030,Barra,40130030,Salvador,- lado ímpar,Avenida Princesa Isabel,BA,[]
45611520,Jorge Amado,45611520,Itabuna,,Rua Colômbia,BA,[]
45300000,,45300000,Amargosa,,,BA,[]
45980000,,45980000,Prado,,,BA,[]
48070110,Barreiro,48070110,Alagoinhas,,Rua do Avião,BA,[]
48400000,,48400000,Ribeira do Pombal,,,BA,[]
44575000,,44575000,Muniz Ferreira,,,BA,[]
45970000,,45970000,Itanhém,,,BA,[]
41275750,Campinas de Pirajá,41275750,Salvador,,Travessa Nossa Senhora da Guia,BA,[]
45638000,,45638000,Coaraci,,,BA,[]
41295700,Pirajá,41295700,Salvador,,Alameda Itajubá,BA,[]
41213000,Sussuarana,41213000,Salvador,,Avenida Ulysses Guimarães,BA,[]
41270210,Campinas de Pirajá,41270210,Salvador,,Rua Rita de Cássia,BA,[]
48070290,Barreiro,48070290,Alagoinhas,,Rua São Sebastião,BA,[]
47850000,,47850000,Luís Eduardo Magalhães,,,BA,[]
40110200,Canela,40110200,Salvador,,Rua Doutor Clemente Ferreira,BA,[]
40221225,Engenho Velho da Federação,40221225,Salvador,,Rua Santa Isabela,BA,[]
41741020,Pituaçu,41741020,Salvador,,Rua André Gonçalves,BA,[]
44925000,,44925000,Jussara,,,BA,[]
45605218,Nossa Senhora da Conceição,45605218,Itabuna,,Rua Rui Penalva de Farias,BA,[]
41150115,Cabula,41150115,Salvador,,Conjunto Recanto do Cabula,BA,[]
48800000,,48800000,Monte Santo,,,BA,[]
48900120,Piranga,48900120,Juazeiro,,Rua Imaculada Conceição,BA,[]
48455000,,48455000,Novo Triunfo,,,BA,[]
40470000,Lobato,40470000,Salvador,- de 320/321 ao fim,Rua Voluntários da Pátria,BA,[]
44051742,São João,44051742,Feira de Santana,,Rua Bolívia,BA,[]
45650745,Conquista,45650745,Ilhéus,- até 409/410,Rua São José,BA,[]
46190000,,46190000,Paramirim,,,BA,[]
40366110,Curuzu,40366110,Salvador,,Rua do Curuzu,BA,[]
46820000,,46820000,Bonito,,,BA,[]
45655430,Nossa Senhora da Vitória,45655430,Ilhéus,,Rua da Matriz,BA,[]
40240805,Engenho Velho de Brotas,40240805,Salvador,,Travessa Antônio Teixeira de Carvalho,BA,[]
48485000,,48485000,Sátiro Dias,,,BA,[]
43700973,Centro,43700973,Simões Filho,,Rua Padre Emille Felix Wagner s/n,BA,[]
41290305,Pirajá,41290305,Salvador,,Travessa Barreto da Costa,BA,[]
45365000,,45365000,Lajedo do Tabocal,,,BA,[]
48540000,,48540000,Jeremoabo,,,BA,[]
40717180,Plataforma,40717180,Salvador,,Estrada Velha do Cabrito,BA,[]
41213270,Sussuarana,41213270,Salvador,,Rua Marina Deiro Rocha,BA,[]
40352370,Fazenda Grande do Retiro,40352370,Salvador,,Rua Augusto Lacerda,BA,[]
40720182,Periperi,40720182,Salvador,,Rua Ambrosina Arruda,BA,[]
45820120,Centro,45820120,Eunápolis,,Rua dos Fundadores,BA,[]
43815360,Nova Candeias,43815360,Candeias,,Rua Tancredo Neves,BA,[]
41120230,Pernambués,41120230,Salvador,,Rua 15 de Agosto,BA,[]
41227040,Calabetão,41227040,Salvador,,Rua do Sol,BA,[]
41740090,Pituaçu,41740090,Salvador,,Avenida Professor Pinto de Aguiar,BA,[]
44540970,Centro,44540970,Conceição do Almeida,,Praça Doutor Edgard Tupinambá s/n,BA,[]
45985210,Centro,45985210,Teixeira de Freitas,,Rua Guarani,BA,[]
44900970,Morada do Sol,44900970,Irecê,,Rua Coronel Terêncio Dourado s/n,BA,[]
40240090,Engenho Velho de Brotas,40240090,Salvador,- lado par,Avenida Vasco da Gama,BA,[]
48880970,Centro,48880970,Santaluz,,Avenida Nilton Oliveira Santos 73,BA,[]
40349030,Alto do Peru,40349030,Salvador,,Rua 19 de Fevereiro,BA,[]
47740970,Centro,47740970,Serra Dourada,,Rua São Gonçalo 33,BA,[]
42800904,Centro,42800904,Camaçari,,Rua Duque de Caxias 325,BA,[]
47800120,Centro,47800120,Barreiras,- até 328/329,Rua José de Alencar,BA,[]
41342495,Jaguaripe I,41342495,Salvador,,Rua A,BA,[]
44400970,Centro,44400970,Nazaré,,Avenida Ruy Barbosa 38,BA,[]
45603625,Antique,45603625,Itabuna,,Rua Água Branca,BA,[]
45910971,Centro,45910971,Alcobaça,,Rua Senador Melgaço 69,BA,[]
41207000,Tancredo Neves,41207000,Salvador,,Conjunto Arvoredo,BA,[]
46980000,,46980000,Iraquara,,,BA,[]
45653145,Centro,45653145,Ilhéus,,Rua Araújo Pinho,BA,[]
44260000,,44260000,Santanópolis,,,BA,[]
44001032,Centro,44001032,Feira de Santana,- até 171/172,Rua Professora Edelvira de Oliveira,BA,[]
44009640,Calumbi,44009640,Feira de Santana,(Feira IX),Via Pedestre 12,BA,[]
45540970,Centro,45540970,Gongogi,,Rua Jamil Rihan 1,BA,[]
48609050,Tancredo Neves I,48609050,Paulo Afonso,,Rua Mem de Sá,BA,[]
56318550,Jardim Amazonas,56318550,Petrolina,(At do Cocar),Rua do Algodão,PE,[]
40301288,Santo Antônio,40301288,Salvador,,Beco da Gasosa,BA,[]
41343500,Fazenda Grande III,41343500,Salvador,,Rua Doutor Trípoli Francisco Gaudenzi,BA,[]
45330000,,45330000,Cravolândia,,,BA,[]
48705000,,48705000,Barrocas,,,BA,[]
45613492,Nova Ferradas,45613492,Itabuna,,Rua Primeiro de Maio,BA,[]
48900330,João XXIII,48900330,Juazeiro,,Rua Rio de Janeiro,BA,[]
44960000,,44960000,Ibititá,,,BA,[]
45651440,Malhado,45651440,Ilhéus,,Rua da Amendoeira,BA,[]
41760120,Costa Azul,41760120,Salvador,,Rua Professor Isaías Alves de Almeida,BA,[]
44066560,Conceição,44066560,Feira de Santana,,Rua Capim Grosso,BA,[]
48060460,Mangalô,48060460,Alagoinhas,,Rua Baixa do Corte,BA,[]
40040465,Nazaré,40040465,Salvador,,Rua Francisco Ferraro,BA,[]
45201250,Joaquim Romão,45201250,Jequié,,Rua Álvaro Souto,BA,[]
48611146,Tancredo Neves III,48611146,Paulo Afonso,- de 1360/1361 ao fim,Rua Adauto Pereira de Souza,BA,[]
48770970,Centro,48770970,Teofilândia,,Rua Antonio Serapião 02,BA,[]
43825010,Santo Antônio,43825010,Candeias,- de 361/362 ao fim,Rua Barão do Rio Branco,BA,[]
45950000,,45950000,Lajedão,,,BA,[]
44330000,,44330000,São Gonçalo dos Campos,,,BA,[]
41515235,Bairro da Paz,41515235,Salvador,,Rua Tancredo Neves,BA,[]
40353000,Fazenda Grande do Retiro,40353000,Salvador,,Rua Jaqueira do Carneiro,BA,[]
47500970,Centro,47500970,Paratinga,,Praça Dois de Julho 150,BA,[]
45270000,,45270000,Nova Canaã,,,BA,[]
40230260,Federação,40230260,Salvador,,Avenida Crispin,BA,[]
41110200,Pernambués,41110200,Salvador,,Avenida Hilda,BA,[]
48925000,,48925000,Sobradinho,,,BA,[]
40470344,Lobato,40470344,Salvador,,Avenida Gargada,BA,[]
41217020,Sussuarana,41217020,Salvador,,Rua Salomé,BA,[]
45470000,,45470000,Jiquiriçá,,,BA,[]
44003399,Serraria Brasil,44003399,Feira de Santana,- de 173 a 431 - lado ímpar,Avenida Governador João Durval Carneiro,BA,[]
44572670,Amparo,44572670,Santo Antônio de Jesus,,Rua Quatro,BA,[]
41130010,Pernambués,41130010,Salvador,,Rua Escritor Edson Carneiro,BA,[]
48030465,Alagoinhas Velha,48030465,Alagoinhas,,Travessa Rio Branco,BA,[]
41260300,Canabrava,41260300,Salvador,,Rua Artêmio Castro Valente,BA,[]
41341480,Cajazeiras XI,41341480,Salvador,,Caminho 29-Quadra D,BA,[]
44695000,,44695000,Capim Grosso,,,BA,[]
47300000,,47300000,Casa Nova,,,BA,[]
48906030,Tabuleiro,48906030,Juazeiro,,Rua São Gabriel,BA,[]
41180240,Saboeiro,41180240,Salvador,,Travessa Amazonas de Baixo,BA,[]
44059680,Papagaio,44059680,Feira de Santana,(Alto Papagaio),Rua Cinco,BA,[]
45960000,,45960000,Medeiros Neto,,,BA,[]
40365590,Curuzu,40365590,Salvador,,Rua Agra,BA,[]
44099899,Área Rural de Feira de Santana,44099899,Feira de Santana,,Área Rural,BA,[]
44574330,Nossa Senhora das Graças,44574330,Santo Antônio de Jesus,,Rua Nova do Mutum,BA,[]
44002480,Centro,44002480,Feira de Santana,,Travessa Guanabara,BA,[]
41900970,Amaralina,41900970,Salvador,,Avenida Amaralina 908,BA,[]
41253250,São Marcos,41253250,Salvador,,Rua Ponciano Ferreira dos Santos,BA,[]
46900000,,46900000,Seabra,,,BA,[]
45000970,Centro,45000970,Vitória da Conquista,,Praça Joaquim Correia 41,BA,[]
45157000,,45157000,Cândido Sales,,,BA,[]
41207445,Tancredo Neves,41207445,Salvador,,Travessa Bastos,BA,[]
40370190,Liberdade,40370190,Salvador,,Rua São Lourenço,BA,[]
45602415,Santo Antônio,45602415,Itabuna,,Rua Washington Santos,BA,[]
40100110,Garcia,40100110,Salvador,,Rua Victor Meirelles,BA,[]
44885000,,44885000,Mulungu do Morro,,,BA,[]
41342370,Fazenda Grande II,41342370,Salvador,,Rua Professora Julieta Fahel Guimarães,BA,[]
41301190,Valéria,41301190,Salvador,(Cj E A Franco),Alameda Engenheiro Antônio Franco,BA,[]
41500640,São Cristóvão,41500640,Salvador,,Rua Oeste 01,BA,[]
40715093,Ilha Amarela,40715093,Salvador,,Rua Beatriz,BA,[]
45530000,,45530000,Itacaré,,,BA,[]
44118970,Matinha,44118970,Matinha (Feira de Santana),,Rua Principal s/n,BA,[]
56322730,Terra do Sul,56322730,Petrolina,,Rua Maria Josefa de Carvalho,PE,[]
46860000,,46860000,Iaçu,,,BA,[]
40255172,Matatu,40255172,Salvador,,3ª Travessa Gersino Coelho,BA,[]
40290190,Acupe de Brotas,40290190,Salvador,,Rua Padre Eloy,BA,[]
48903060,Santo Antônio,48903060,Juazeiro,,Rua Joana Angélica,BA,[]
41741420,Pituaçu,41741420,Salvador,,Travessa Sítio do Pombal,BA,[]
44009200,Calumbi,44009200,Feira de Santana,(Feira IX),Rua F,BA,[]
46310000,,46310000,Jacaraci,,,BA,[]
48850000,,48850000,Itiúba,,,BA,[]
48370000,,48370000,Esplanada,,,BA,[]
47608970,Centro,47608970,Bom Jesus da Lapa,,Praça da Igreja s/n,BA,[]
41280241,Marechal Rondon,41280241,Salvador,,Travessa Agenor Bispo,BA,[]
47680970,Centro,47680970,Cocos,,Rua Coronel Fernandes Lopes s/n,BA,[]
45606490,Pedro Gerônimo,45606490,Itabuna,,Rua Vila Nova,BA,[]
40725650,Periperi,40725650,Salvador,,Rua da Glória,BA,[]
44052634,Lagoa Grande,44052634,Feira de Santana,- de 1525 ao fim - lado ímpar,Avenida Cesar Romero,BA,[]
45655712,Nossa Senhora da Vitória,45655712,Ilhéus,(Lot P Mar),Rua A,BA,[]
43805460,Centro,43805460,Candeias,,Travessa dos Missionários,BA,[]
45822000,Santa Lúcia,45822000,Eunápolis,- até 740/741,Rua São Bartolomeu,BA,[]
44360970,Centro,44360970,São Félix,,Rua José Joaquim Seabra 7,BA,[]
44073200,Registro,44073200,Feira de Santana,,Avenida Azaleias,BA,[]
44670000,,44670000,Anguera,,,BA,[]
60430120,Rodolfo Teófilo,60430120,Fortaleza,,Rua Gustavo Braga,CE,[]
61602455,Itambé,61602455,Caucaia,,Rua da Paz,CE,[]
60175570,Mucuripe,60175570,Fortaleza,,Rua do Trabalho,CE,[]
62700000,,62700000,Canindé,,,CE,[]
62285000,,62285000,Macaraú (Santa Quitéria),,,CE,[]
60010000,Moura Brasil,60010000,Fortaleza,- até 1999/2000,Avenida Presidente Castelo Branco,CE,[]
62400000,,62400000,Camocim,,,CE,[]
61943230,Novo Maranguape I,61943230,Maranguape,,Rua José Feliciano,CE,[]
63043300,Frei Damião,63043300,Juazeiro do Norte,,Rua Renan Felinto de Carvalho Gonçalves,CE,[]
60762080,Mondubim,60762080,Fortaleza,,Rua Mirtil Meyer,CE,[]
62860000,,62860000,Pindoretama,,,CE,[]
58900000,,58900000,Cajazeiras,,,PB,[]
63113500,Seminário,63113500,Crato,- de 1170/1171 a 2009/2010,Rua Coronel Luís Teixeira,CE,[]
60450510,Parque Araxá,60450510,Fortaleza,,Rua José de Barcelos,CE,[]
60130080,Joaquim Távora,60130080,Fortaleza,,Rua Padre Chevalier,CE,[]
63031020,Tiradentes,63031020,Juazeiro do Norte,,Rua Antônio Nunes de Alencar,CE,[]
60311420,Carlito Pamplona,60311420,Fortaleza,,Rua Santa Rosa,CE,[]
62900000,,62900000,Russas,,,CE,[]
60511620,Pici,60511620,Fortaleza,,Rua Monteiro Lobato,CE,[]
62640000,,62640000,Pentecoste,,,CE,[]
63190970,Centro,63190970,Santana do Cariri,,Rua Duque de Caxias 2,CE,[]
60337180,Álvaro Weyne,60337180,Fortaleza,,Rua Irineu de Sousa,CE,[]
62030010,Campo dos Velhos,62030010,Sobral,- de 1391/1392 ao fim,Rua Coronel José Silvestre,CE,[]
62940000,,62940000,Morada Nova,,,CE,[]
60863800,Barroso,60863800,Fortaleza,(Cj João Paulo II),Rua 5,CE,[]
60346271,Jardim Guanabara,60346271,Fortaleza,- até 591/592,Rua Cariús,CE,[]
62265000,,62265000,Varjota,,,CE,[]
63380000,,63380000,Barro,,,CE,[]
61902145,Coqueiral,61902145,Maracanaú,,Rua das Flores,CE,[]
62600000,,62600000,Itapajé,,,CE,[]
60531780,Conjunto Ceará II,60531780,Fortaleza,,Rua 733,CE,[]
61600004,Centro,61600004,Caucaia,- de 1181/1182 a 2699/2700,Rua Coronel Correia,CE,[]
63630000,,63630000,Pedra Branca,,,CE,[]
62550000,,62550000,Morrinhos,,,CE,[]
60866280,Jangurussu,60866280,Fortaleza,Cj São Cristovão,Avenida Bulevar I,CE,[]
62980000,,62980000,Iracema,,,CE,[]
60525345,João XXIII,60525345,Fortaleza,- de 1281/1282 ao fim,Rua Professor Miramar da Ponte,CE,[]
62280000,,62280000,Santa Quitéria,,,CE,[]
60355780,Presidente Kennedy,60355780,Fortaleza,,Rua Maringá,CE,[]
60110540,Joaquim Távora,60110540,Fortaleza,,Rua Henrique Rabelo,CE,[]
63590000,,63590000,Saboeiro,,,CE,[]
60530730,Conjunto Ceará II,60530730,Fortaleza,,Rua 335,CE,[]
60150190,Aldeota,60150190,Fortaleza,,Rua Marcos Macêdo,CE,[]
60440134,Demócrito Rocha,60440134,Fortaleza,- de 970/971 a 1598/1599,Rua Minas Gerais,CE,[]
